"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","preceding_causal_itemA","preceding_similar_itemA","selected_choice","correct_response_attn","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","28","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","6344","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","consent","6305","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> This is a study demo; the purpose of the study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 4 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. <p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. <p> Do you consent to participate? </p>","0","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","41678","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","35330","","","[{""page_index"":0,""viewing_time"":35329}]","","","","","","","","","","",""
"","","","","","html-button-response","3","2.1.0","53997","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","12314","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>take a walk</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","0","","following","take a walk","get tired","jump up and down","<p style=""font-size: 25px;"">The ability to <strong>get tired</strong></p>","","","","","",""
"","","","","","html-button-response","4","2.1.0","67597","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","13596","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>experience pain</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","experience pain","sit down","become hungry","<p style=""font-size: 25px;"">The ability to <strong>sit down</strong></p>","","","","","",""
"","","","","","html-button-response","5","2.1.0","79140","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","11538","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>think about something</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","think about something","feel scared","hear something","<p style=""font-size: 25px;"">The ability to <strong>feel scared</strong></p>","","","","","",""
"","","","","","html-button-response","6","2.1.0","95951","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","16807","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>choose what to do</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","choose what to do","feel scared","hear something","<p style=""font-size: 25px;"">The ability to <strong>hear something</strong></p>","","","","","",""
"","","","","","html-button-response","7","2.1.0","101429","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","5475","<p style=""font-size: 25px;"">For this question, ignore the previous instructions. <br>Instead, please select ""the ability to <strong>choose what to do</strong>"".</p>","0","","attention_check","","","","choose what to do","choose what to do","","","","",""
"","","","","","html-button-response","8","2.1.0","110244","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","8810","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>get tired</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","0","","following","get tired","sit down","become hungry","<p style=""font-size: 25px;"">The ability to <strong>sit down</strong></p>","","","","","",""
"","","","","","html-button-response","9","2.1.0","120092","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","9844","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>sit down</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","0","","following","sit down","think about something","jump up and down","<p style=""font-size: 25px;"">The ability to <strong>jump up and down</strong></p>","","","","","",""
"","","","","","html-button-response","10","2.1.0","124413","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","4317","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>jump up and down</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","jump up and down","get tired","take a walk","<p style=""font-size: 25px;"">The ability to <strong>get tired</strong></p>","","","","","",""
"","","","","","html-button-response","11","2.1.0","131491","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","7074","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>hear something</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","0","","following","hear something","feel scared","see something","<p style=""font-size: 25px;"">The ability to <strong>see something</strong></p>","","","","","",""
"","","","","","html-button-response","12","2.1.0","138467","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","6973","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>reach for something</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","0","","following","reach for something","experience pain","take a walk","<p style=""font-size: 25px;"">The ability to <strong>take a walk</strong></p>","","","","","",""
"","","","","","html-button-response","13","2.1.0","143788","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","5318","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>get sick</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","get sick","sit down","become hungry","<p style=""font-size: 25px;"">The ability to <strong>become hungry</strong></p>","","","","","",""
"","","","","","html-button-response","14","2.1.0","148675","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","4883","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>see something</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","see something","feel scared","hear something","<p style=""font-size: 25px;"">The ability to <strong>hear something</strong></p>","","","","","",""
"","","","","","html-button-response","15","2.1.0","155924","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","7246","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>feel scared</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","0","","following","feel scared","think about something","become hungry","<p style=""font-size: 25px;"">The ability to <strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","16","2.1.0","162788","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","6860","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>become hungry</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","become hungry","think about something","feel scared","<p style=""font-size: 25px;"">The ability to <strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","17","2.1.0","173747","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","10955","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>kick something</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","kick something","experience pain","talk a walk","<p style=""font-size: 25px;"">The ability to <strong>experience pain</strong></p>","","","","","",""
"","","","","","html-button-response","18","2.1.0","180299","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","6548","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>remember something</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","remember something","feel scared","hear something","<p style=""font-size: 25px;"">The ability to <strong>feel scared</strong></p>","","","","","",""
"","","","","","instructions","19","2.1.0","183802","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","","3500","","","[{""page_index"":0,""viewing_time"":3499}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","279055","036D9C8010574494A5069728410F3D88","","019a08eb-2e9e-73d9-8903-936d45d7eccc","demographics_survey","95244","","{""feedback"":""I thought what the bare minimum was, on what the other thing the creature could do. Very interesting. But some answerers, I felt I was assuming as well."",""age"":""57"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","I thought what the bare minimum was, on what the other thing the creature could do. Very interesting. But some answerers, I felt I was assuming as well.","57","Non-Hispanic","Male","White"
