"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct"
"true","false","[]","[]","[]","preload","0","2.0.0","6","EAA954FB62E4448FA976A1B15BFB4830","","5824a839-7f6f-4f19-93f6-b180e10098cf","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.0.0","432144","EAA954FB62E4448FA976A1B15BFB4830","","5824a839-7f6f-4f19-93f6-b180e10098cf","consent","432136","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 5 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 5 minutes, your payment will amount to $0.5.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","",""
"","","","","","instructions","2","2.0.0","514247","EAA954FB62E4448FA976A1B15BFB4830","","5824a839-7f6f-4f19-93f6-b180e10098cf","","82101","","","[{""page_index"":0,""viewing_time"":82101}]","","","","","","",""
"","","","","","html-slider-response","3","2.0.0","520071","EAA954FB62E4448FA976A1B15BFB4830","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5813","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","get tired","jump up and down","50","","",""
"","","","","","html-slider-response","4","2.0.0","533055","EAA954FB62E4448FA976A1B15BFB4830","","5824a839-7f6f-4f19-93f6-b180e10098cf","","12983","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","experience pain","","50","feel scared","",""
"","","","","","html-slider-response","5","2.0.0","660015","EAA954FB62E4448FA976A1B15BFB4830","","5824a839-7f6f-4f19-93f6-b180e10098cf","","126959","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","78","","similar","kick something","","50","jump up and down","",""
"","","","","","html-slider-response","6","2.0.0","662687","EAA954FB62E4448FA976A1B15BFB4830","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2671","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","hear something","take a walk","50","","",""
"","","","","","html-slider-response","7","2.0.0","666719","EAA954FB62E4448FA976A1B15BFB4830","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4031","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","58","","similar","become hungry","","50","experience pain","",""
"","","","","","html-slider-response","8","2.0.0","673079","EAA954FB62E4448FA976A1B15BFB4830","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6360","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","become hungry","take a walk","50","","",""
"","","","","","html-slider-response","9","2.0.0","679247","EAA954FB62E4448FA976A1B15BFB4830","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6167","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>took a walk</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely yes""</strong></p>","100","","attention_check_1","","","50","","100","yes"
"","","","","","html-slider-response","10","2.0.0","731039","EAA954FB62E4448FA976A1B15BFB4830","","5824a839-7f6f-4f19-93f6-b180e10098cf","","51791","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","56","","causal","reach for something","become hungry","50","","",""
"","","","","","html-slider-response","11","2.0.0","736103","EAA954FB62E4448FA976A1B15BFB4830","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5063","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","choose what to do","","50","remember something","",""
"","","","","","html-slider-response","12","2.0.0","738975","EAA954FB62E4448FA976A1B15BFB4830","","5824a839-7f6f-4f19-93f6-b180e10098cf","","2871","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","think about something","take a walk","50","","",""
