"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","7","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","6373","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","consent","6365","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 5 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 5 minutes, your payment will amount to $1.25.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","16912","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","10538","","","[{""page_index"":0,""viewing_time"":10538}]","","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.1.0","28866","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","11953","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","causal","kick something","think about something","50","","","","","","","",""
"","","","","","html-slider-response","4","2.1.0","38934","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","10067","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","causal","get tired","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","5","2.1.0","46710","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7775","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","sit down","experience pain","50","","","","","","","",""
"","","","","","html-slider-response","6","2.1.0","52350","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5639","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","hear something","","50","see something","","","","","","",""
"","","","","","html-slider-response","7","2.1.0","61144","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8793","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","22","","causal","reach for something","become hungry","50","","","","","","","",""
"","","","","","html-slider-response","8","2.1.0","67220","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6075","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","get sick","","50","get tired","","","","","","",""
"","","","","","html-slider-response","9","2.1.0","75168","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7944","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>took a walk</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Extremely satisfying""</strong></p>","100","","attention_check_1","","","50","","100","yes","","","","",""
"","","","","","html-slider-response","10","2.1.0","80463","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5294","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","remember something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","11","2.1.0","90578","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","10114","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","causal","jump up and down","think about something","50","","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","96352","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5773","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","causal","take a walk","think about something","50","","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","101176","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4823","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","jump up and down","","50","sit down","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","105434","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4257","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","see something","","50","hear something","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","114566","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","9131","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","causal","hear something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","119804","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5237","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","26","","causal","think about something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","126134","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6329","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","experience pain","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","131850","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5715","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","51","","similar","kick something","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","139648","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7797","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","23","","causal","remember something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","147136","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7487","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","51","","causal","feel scared","see something","50","","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","153250","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6113","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","24","","causal","become hungry","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","157702","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4451","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","feel scared","","50","become hungry","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","164285","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6583","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","causal","choose what to do","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","169916","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5630","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","178228","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8311","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","sit down","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","182306","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4076","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","take a walk","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","190257","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7951","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","think about something","","50","remember something","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","194447","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4189","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","become hungry","","50","experience pain","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","201790","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7341","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","24","","causal","get sick","see something","50","","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","206556","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4765","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","experience pain","kick something","50","","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","213231","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6674","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","see something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","225041","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","11809","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","24","","similar","reach for something","","50","kick something","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","232443","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7401","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","get tired","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","34","2.1.0","238142","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5697","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","choose what to do","","50","remember something","","","","","","",""
"","","","","","instructions","35","2.1.0","241975","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3833","","","[{""page_index"":0,""viewing_time"":3833}]","","","","","","","","","","","",""
"","","","","","survey-html-form","36","2.1.0","313407","31A5689235284CE29DB20244E34B7517","","019962ea-f9ac-7016-9d17-26108c8e2fd7","demographics_survey","71430","","{""feedback"":""Whether or not the statement made sense.  How the statement fit in with the values on the scale."",""age"":""59"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","Whether or not the statement made sense.  How the statement fit in with the values on the scale.","59","Non-Hispanic","Female","White"
