"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","44","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","14440","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","consent","14394","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 5 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 5 minutes, your payment will amount to $1.25.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","18359","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3919","","","[{""page_index"":0,""viewing_time"":3919}]","","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.1.0","26913","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8552","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","hear something","see something","50","","","","","","","",""
"","","","","","html-slider-response","4","2.1.0","31555","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4641","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","44","","similar","kick something","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","5","2.1.0","34929","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3372","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","70","","similar","get tired","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","6","2.1.0","38067","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3137","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","feel scared","","50","see something","","","","","","",""
"","","","","","html-slider-response","7","2.1.0","40873","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2805","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","experience pain","","50","kick something","","","","","","",""
"","","","","","html-slider-response","8","2.1.0","44069","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3195","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","92","","causal","sit down","","50","experience pain","","","","","","",""
"","","","","","html-slider-response","9","2.1.0","47789","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3719","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>took a walk</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Extremely satisfying""</strong></p>","100","","attention_check_1","","","50","","100","yes","","","","",""
"","","","","","html-slider-response","10","2.1.0","90787","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","42997","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","67","","causal","kick something","","50","think about something","","","","","","",""
"","","","","","html-slider-response","11","2.1.0","94147","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3359","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","71","","causal","see something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","96839","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2691","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","63","","causal","jump up and down","","50","think about something","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","100535","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3695","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","choose what to do","remember something","50","","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","104111","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3575","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","24","","causal","remember something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","108347","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4235","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","72","","similar","see something","hear something","50","","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","111439","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3091","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","25","","causal","become hungry","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","124875","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","13435","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","19","","similar","reach for something","kick something","50","","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","141357","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","16481","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","similar","remember something","think about something","50","","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","144353","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2995","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","feel scared","become hungry","50","","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","166243","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","21889","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","jump up and down","sit down","50","","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","173631","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7387","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","55","","similar","think about something","remember something","50","","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","177339","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3707","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","11","","causal","think about something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","23","2.1.0","179749","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2409","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","86","","causal","hear something","","50","take a walk","","","","","","",""
"","","","","","html-slider-response","24","2.1.0","184123","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4373","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Not at all""</strong></p>","0","","attention_check_2","","","50","","0","yes","","","","",""
"","","","","","html-slider-response","25","2.1.0","188909","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4785","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","1","","similar","get sick","get tired","50","","","","","","","",""
"","","","","","html-slider-response","26","2.1.0","196977","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8067","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","causal","get sick","","50","see something","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","199399","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2421","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","11","","similar","become hungry","experience pain","50","","","","","","","",""
"","","","","","html-slider-response","28","2.1.0","218165","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","18765","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","16","","similar","experience pain","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","29","2.1.0","220539","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2373","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","16","","causal","reach for something","","50","become hungry","","","","","","",""
"","","","","","html-slider-response","30","2.1.0","223509","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2969","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","73","","causal","get tired","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","31","2.1.0","228103","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4592","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","12","","causal","take a walk","","50","think about something","","","","","","",""
"","","","","","html-slider-response","32","2.1.0","236341","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8237","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","15","","causal","choose what to do","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","33","2.1.0","238745","CBB715143FCC4B9888AE7B145EC97168","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2403","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","4","","similar","take a walk","jump up and down","50","","","","","","","",""
