"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","slider_start","attn_response","attn_correct","itemB","similar_itemA","response_value","causal_itemA","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","4","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","32226","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","consent","32221","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 8 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 8 minutes, your payment will amount to $2.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","45880","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","13654","","","[{""page_index"":0,""viewing_time"":13654}]","","","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.1.0","52918","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7037","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>got tired</strong>.</p>
             <p style=""font-size: 25px;"">For this question, please select <strong>""definitely not""</strong></p>","0","","attention_check_counterfactual","50","0","yes","","","","","","","","",""
"","","","","","html-slider-response","4","2.1.0","70614","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","17696","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>got sick</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>gotten sick in the same way</strong>?</p>","74","","similarity","50","","","get sick","get tired","74","","","","","",""
"","","","","","html-slider-response","5","2.1.0","79799","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","9184","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>became hungry</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>become hungry all the same</strong>?</p>","100","","counterfactual","50","","","get tired","","100","jump up and down","","","","",""
"","","","","","html-slider-response","6","2.1.0","88248","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8448","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>kicked something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>kicked the same thing</strong>?</p>","25","","similarity","50","","","kick something","sit down","25","","","","","",""
"","","","","","html-slider-response","7","2.1.0","94230","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5981","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>remembered something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>remembered the same thing</strong>?</p>","25","","counterfactual","50","","","remember something","","25","take a walk","","","","",""
"","","","","","html-slider-response","8","2.1.0","97881","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","3651","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>felt scared</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>felt scared all the same</strong>?</p>","0","","counterfactual","50","","","kick something","","0","think about something","","","","",""
"","","","","","html-slider-response","9","2.1.0","104560","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6678","<p style=""font-size: 25px;"">A person <strong>felt scared</strong>, then they <strong>got tired</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>feel scared</strong>. <br>Would they still have <strong>gotten tired all the same</strong>?</p>","100","","similarity","50","","","get tired","feel scared","100","","","","","",""
"","","","","","html-slider-response","10","2.1.0","108962","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4401","<p style=""font-size: 25px;"">A person <strong>heard something</strong>, then they <strong>saw something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>hear something</strong>. <br>Would they still have <strong>seen the same thing</strong>?</p>","26","","similarity","50","","","see something","hear something","26","","","","","",""
"","","","","","html-slider-response","11","2.1.0","116132","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7169","<p style=""font-size: 25px;"">A person <strong>experienced pain</strong>, then they <strong>chose what to do</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>experience pain</strong>. <br>Would they still have <strong>chosen to do the same thing</strong>?</p>","0","","counterfactual","50","","","get sick","","0","see something","","","","",""
"","","","","","html-slider-response","12","2.1.0","124123","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7990","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>jumped up and down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>jumped up and down</strong>?</p>","24","","similarity","50","","","jump up and down","sit down","24","","","","","",""
"","","","","","html-slider-response","13","2.1.0","129306","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5182","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>remembered something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>remembered the same thing</strong>?</p>","0","","similarity","50","","","remember something","think about something","0","","","","","",""
"","","","","","html-slider-response","14","2.1.0","133469","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4162","<p style=""font-size: 25px;"">A person <strong>kicked something</strong>, then they <strong>experienced pain</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>kick something</strong>. <br>Would they still have <strong>experienced the same pain</strong>?</p>","0","","counterfactual","50","","","choose what to do","","0","experience pain","","","","",""
"","","","","","html-slider-response","15","2.1.0","137946","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4477","<p style=""font-size: 25px;"">A person <strong>remembered something</strong>, then they <strong>thought about something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>remember something</strong>. <br>Would they still have <strong>thought the same thing</strong>?</p>","0","","similarity","50","","","think about something","remember something","0","","","","","",""
"","","","","","html-slider-response","16","2.1.0","142464","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4517","<p style=""font-size: 25px;"">A person <strong>kicked something</strong>, then they <strong>reached for something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>kick something</strong>. <br>Would they still have <strong>reached for the same thing</strong>?</p>","74","","similarity","50","","","reach for something","kick something","74","","","","","",""
"","","","","","html-slider-response","17","2.1.0","150709","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8244","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>felt scared</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>felt scared all the same</strong>?</p>","74","","similarity","50","","","feel scared","get tired","74","","","","","",""
"","","","","","html-slider-response","18","2.1.0","156826","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6117","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>took a walk</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>taken the same walk</strong>?</p>","75","","counterfactual","50","","","become hungry","","75","take a walk","","","","",""
"","","","","","html-slider-response","19","2.1.0","161304","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4477","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>got tired</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>jump up and down</strong>. <br>Would they still have <strong>gotten tired all the same</strong>?</p>","27","","counterfactual","50","","","reach for something","","27","become hungry","","","","",""
"","","","","","html-slider-response","20","2.1.0","168266","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6962","<p style=""font-size: 25px;"">A person <strong>felt scared</strong>, then they <strong>became hungry</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>feel scared</strong>. <br>Would they still have <strong>become hungry all the same</strong>?</p>","76","","similarity","50","","","become hungry","feel scared","76","","","","","",""
"","","","","","html-slider-response","21","2.1.0","172753","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4486","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>experienced pain</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>experienced the same pain</strong>?</p>","74","","similarity","50","","","experience pain","get tired","74","","","","","",""
"","","","","","html-slider-response","22","2.1.0","177592","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4838","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>sat down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>jump up and down</strong>. <br>Would they still have <strong>sat down at the same place</strong>?</p>","23","","similarity","50","","","sit down","jump up and down","23","","","","","",""
"","","","","","html-slider-response","23","2.1.0","182648","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5056","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>jumped up and down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>jumped up and down</strong>?</p>","23","","counterfactual","50","","","hear something","","23","take a walk","","","","",""
"","","","","","html-slider-response","24","2.1.0","189507","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6858","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>took a walk</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>taken the same walk</strong>?</p>","51","","similarity","50","","","take a walk","sit down","51","","","","","",""
"","","","","","html-slider-response","25","2.1.0","194332","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4825","<p style=""font-size: 25px;"">A person <strong>became hungry</strong>, then they <strong>reached for something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>become hungry</strong>. <br>Would they still have <strong>reached for the same thing</strong>?</p>","26","","counterfactual","50","","","feel scared","","26","see something","","","","",""
"","","","","","html-slider-response","26","2.1.0","198734","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4401","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>felt hungry</strong>.</p>
             <p style=""font-size: 25px;"">For this question, please select <strong>""definitely yes""</strong></p>","100","","attention_check_similarity","50","100","yes","","","","","","","","",""
"","","","","","html-slider-response","27","2.1.0","204330","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5596","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>saw something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>seen the same thing</strong>?</p>","0","","counterfactual","50","","","take a walk","","0","think about something","","","","",""
"","","","","","html-slider-response","28","2.1.0","208642","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4311","<p style=""font-size: 25px;"">A person <strong>experienced pain</strong>, then they <strong>sat down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>experience pain</strong>. <br>Would they still have <strong>sat down at the same place</strong>?</p>","24","","counterfactual","50","","","sit down","","24","experience pain","","","","",""
"","","","","","html-slider-response","29","2.1.0","212781","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4138","<p style=""font-size: 25px;"">A person <strong>got sick</strong>, then they <strong>thought about something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get sick</strong>. <br>Would they still have <strong>thought the same thing</strong>?</p>","25","","counterfactual","50","","","see something","","25","take a walk","","","","",""
"","","","","","html-slider-response","30","2.1.0","216809","E5DDE86EF2474C16826D8CD81772FDDA","0198e2e6-59f0-7b86-9ee0-c4a21cd5baa5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4027","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>got sick</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>gotten sick in the same way</strong>?</p>","23","","counterfactual","50","","","experience pain","","23","kick something","","","","",""
