"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","response_value","attn_response","attn_correct","similar_itemA","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","7","83C5877FE68A4B3D837E7A17338B3CAB","0198e2e6-c19f-7bb7-bfde-1262328eabd2","0198e2d6-5c2e-73f5-8451-25a6796d814f","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","33224","83C5877FE68A4B3D837E7A17338B3CAB","0198e2e6-c19f-7bb7-bfde-1262328eabd2","0198e2d6-5c2e-73f5-8451-25a6796d814f","consent","33215","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 8 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 8 minutes, your payment will amount to $2.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","41476","83C5877FE68A4B3D837E7A17338B3CAB","0198e2e6-c19f-7bb7-bfde-1262328eabd2","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8251","","","[{""page_index"":0,""viewing_time"":8251}]","","","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.1.0","53661","83C5877FE68A4B3D837E7A17338B3CAB","0198e2e6-c19f-7bb7-bfde-1262328eabd2","0198e2d6-5c2e-73f5-8451-25a6796d814f","","12183","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>got tired</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>jump up and down</strong>. <br>Would they still have <strong>gotten tired all the same</strong>?</p>","3","","counterfactual","get sick","see something","50","3","","","","","","","",""
"","","","","","html-slider-response","4","2.1.0","59362","83C5877FE68A4B3D837E7A17338B3CAB","0198e2e6-c19f-7bb7-bfde-1262328eabd2","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5700","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>got tired</strong>.</p>
             <p style=""font-size: 25px;"">For this question, please select <strong>""definitely not""</strong></p>","0","","attention_check_counterfactual","","","50","","0","yes","","","","","",""
"","","","","","html-slider-response","5","2.1.0","71921","83C5877FE68A4B3D837E7A17338B3CAB","0198e2e6-c19f-7bb7-bfde-1262328eabd2","0198e2d6-5c2e-73f5-8451-25a6796d814f","","12557","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>kicked something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>kicked the same thing</strong>?</p>","75","","counterfactual","choose what to do","experience pain","50","75","","","","","","","",""
"","","","","","html-slider-response","6","2.1.0","82121","83C5877FE68A4B3D837E7A17338B3CAB","0198e2e6-c19f-7bb7-bfde-1262328eabd2","0198e2d6-5c2e-73f5-8451-25a6796d814f","","10199","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>jumped up and down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>jumped up and down</strong>?</p>","24","","counterfactual","hear something","take a walk","50","24","","","","","","","",""
"","","","","","html-slider-response","7","2.1.0","96295","83C5877FE68A4B3D837E7A17338B3CAB","0198e2e6-c19f-7bb7-bfde-1262328eabd2","0198e2d6-5c2e-73f5-8451-25a6796d814f","","14172","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>saw something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>seen the same thing</strong>?</p>","0","","counterfactual","get tired","jump up and down","50","0","","","","","","","",""
"","","","","","html-slider-response","8","2.1.0","107201","83C5877FE68A4B3D837E7A17338B3CAB","0198e2e6-c19f-7bb7-bfde-1262328eabd2","0198e2d6-5c2e-73f5-8451-25a6796d814f","","10904","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>heard something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>heard the same thing</strong>?</p>","76","","similarity","hear something","","50","76","","","see something","","","","",""
"","","","","","html-slider-response","9","2.1.0","116973","83C5877FE68A4B3D837E7A17338B3CAB","0198e2e6-c19f-7bb7-bfde-1262328eabd2","0198e2d6-5c2e-73f5-8451-25a6796d814f","","9770","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>felt scared</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>felt scared all the same</strong>?</p>","24","","similarity","feel scared","","50","24","","","get tired","","","","",""
