"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","slider_start","attn_response","attn_correct","itemB","similar_itemA","response_value","causal_itemA","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","5","7DD0416DB65047FDAA5BCCEDBDF9B817","0198e2e6-53c3-7199-bff7-58d28c53b54d","0198e2d6-5c2e-73f5-8451-25a6796d814f","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","1306","7DD0416DB65047FDAA5BCCEDBDF9B817","0198e2e6-53c3-7199-bff7-58d28c53b54d","0198e2d6-5c2e-73f5-8451-25a6796d814f","consent","1298","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 8 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 8 minutes, your payment will amount to $2.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","517410","7DD0416DB65047FDAA5BCCEDBDF9B817","0198e2e6-53c3-7199-bff7-58d28c53b54d","0198e2d6-5c2e-73f5-8451-25a6796d814f","","516103","","","[{""page_index"":0,""viewing_time"":516103}]","","","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.1.0","522886","7DD0416DB65047FDAA5BCCEDBDF9B817","0198e2e6-53c3-7199-bff7-58d28c53b54d","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5475","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>got tired</strong>.</p>
             <p style=""font-size: 25px;"">For this question, please select <strong>""definitely not""</strong></p>","0","","attention_check_counterfactual","50","0","yes","","","","","","","","",""
"","","","","","html-slider-response","4","2.1.0","532933","7DD0416DB65047FDAA5BCCEDBDF9B817","0198e2e6-53c3-7199-bff7-58d28c53b54d","0198e2d6-5c2e-73f5-8451-25a6796d814f","","10046","<p style=""font-size: 25px;"">A person <strong>felt scared</strong>, then they <strong>got tired</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>feel scared</strong>. <br>Would they still have <strong>gotten tired all the same</strong>?</p>","32","","similarity","50","","","get tired","feel scared","32","","","","","",""
"","","","","","html-slider-response","5","2.1.0","540533","7DD0416DB65047FDAA5BCCEDBDF9B817","0198e2e6-53c3-7199-bff7-58d28c53b54d","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7598","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>kicked something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>kicked the same thing</strong>?</p>","83","","similarity","50","","","kick something","sit down","83","","","","","",""
"","","","","","html-slider-response","6","2.1.0","547279","7DD0416DB65047FDAA5BCCEDBDF9B817","0198e2e6-53c3-7199-bff7-58d28c53b54d","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6744","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>got tired</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>jump up and down</strong>. <br>Would they still have <strong>gotten tired all the same</strong>?</p>","13","","counterfactual","50","","","experience pain","","13","kick something","","","","",""
"","","","","","html-slider-response","7","2.1.0","554890","7DD0416DB65047FDAA5BCCEDBDF9B817","0198e2e6-53c3-7199-bff7-58d28c53b54d","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7610","<p style=""font-size: 25px;"">A person <strong>remembered something</strong>, then they <strong>thought about something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>remember something</strong>. <br>Would they still have <strong>thought the same thing</strong>?</p>","2","","similarity","50","","","think about something","remember something","2","","","","","",""
"","","","","","html-slider-response","8","2.1.0","663077","7DD0416DB65047FDAA5BCCEDBDF9B817","0198e2e6-53c3-7199-bff7-58d28c53b54d","0198e2d6-5c2e-73f5-8451-25a6796d814f","","108186","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>took a walk</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>taken the same walk</strong>?</p>","90","","similarity","50","","","take a walk","sit down","90","","","","","",""
"","","","","","html-slider-response","9","2.1.0","672027","7DD0416DB65047FDAA5BCCEDBDF9B817","0198e2e6-53c3-7199-bff7-58d28c53b54d","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8949","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>got sick</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>gotten sick in the same way</strong>?</p>","43","","similarity","50","","","get sick","get tired","43","","","","","",""
