"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","preceding_causal_itemA","preceding_similar_itemA","selected_choice","correct_response_attn","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","5","9CD9B3EA2DEF409E80ADEEDC53C4839A","","0199ee82-6072-77a3-8e83-ec647691b665","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","6145","9CD9B3EA2DEF409E80ADEEDC53C4839A","","0199ee82-6072-77a3-8e83-ec647691b665","consent","6136","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> This is a study demo; the purpose of the study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 4 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. <p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. <p> Do you consent to participate? </p>","0","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","9034","9CD9B3EA2DEF409E80ADEEDC53C4839A","","0199ee82-6072-77a3-8e83-ec647691b665","","2887","","","[{""page_index"":0,""viewing_time"":2887}]","","","","","","","","","","",""
"","","","","","html-button-response","3","2.1.0","184601","9CD9B3EA2DEF409E80ADEEDC53C4839A","","0199ee82-6072-77a3-8e83-ec647691b665","","175569","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>kick something.</strong> <br>However, you ran out of that specific spell. <br>Which of these two spells would most likely accomplish your goal? <br>Giving the creature the ability to...</p>","1","","pilot","kick something","think about something","sit down","<p style=""font-size: 25px;""><strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","4","2.1.0","206217","9CD9B3EA2DEF409E80ADEEDC53C4839A","","0199ee82-6072-77a3-8e83-ec647691b665","","21614","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>think about something.</strong> <br>However, you ran out of that specific spell. <br>Which of these two spells would most likely accomplish your goal? <br>Giving the creature the ability to...</p>","1","","pilot","think about something","get sick","remember something","<p style=""font-size: 25px;""><strong>remember something</strong></p>","","","","","",""
"","","","","","html-button-response","5","2.1.0","227793","9CD9B3EA2DEF409E80ADEEDC53C4839A","","0199ee82-6072-77a3-8e83-ec647691b665","","21575","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>choose what to do.</strong> <br>However, you ran out of that specific spell. <br>Which of these two spells would most likely accomplish your goal? <br>Giving the creature the ability to...</p>","0","","pilot","choose what to do","experience pain","remember something","<p style=""font-size: 25px;""><strong>remember something</strong></p>","","","","","",""
"","","","","","html-button-response","6","2.1.0","245672","9CD9B3EA2DEF409E80ADEEDC53C4839A","","0199ee82-6072-77a3-8e83-ec647691b665","","17879","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>get tired.</strong> <br>However, you ran out of that specific spell. <br>Which of these two spells would most likely accomplish your goal? <br>Giving the creature the ability to...</p>","1","","pilot","get tired","jump up and down","feel scared","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","","","","","",""
"","","","","","html-button-response","7","2.1.0","263689","9CD9B3EA2DEF409E80ADEEDC53C4839A","","0199ee82-6072-77a3-8e83-ec647691b665","","18015","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>reach for something.</strong> <br>However, you ran out of that specific spell. <br>Which of these two spells would most likely accomplish your goal? <br>Giving the creature the ability to...</p>","1","","pilot","reach for something","become hungry","kick something","<p style=""font-size: 25px;""><strong>kick something</strong></p>","","","","","",""
"","","","","","html-button-response","8","2.1.0","277168","9CD9B3EA2DEF409E80ADEEDC53C4839A","","0199ee82-6072-77a3-8e83-ec647691b665","","13479","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>hear something.</strong> <br>However, you ran out of that specific spell. <br>Which of these two spells would most likely accomplish your goal? <br>Giving the creature the ability to...</p>","0","","pilot","hear something","take a walk","see something","<p style=""font-size: 25px;""><strong>see something</strong></p>","","","","","",""
"","","","","","html-button-response","9","2.1.0","292313","9CD9B3EA2DEF409E80ADEEDC53C4839A","","0199ee82-6072-77a3-8e83-ec647691b665","","15144","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>sit down.</strong> <br>However, you ran out of that specific spell. <br>Which of these two spells would most likely accomplish your goal? <br>Giving the creature the ability to...</p>","0","","pilot","sit down","experience pain","jump up and down","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","","","","","",""
