"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","response_value","attn_response","attn_correct","similar_itemA","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","33","B7E7CF5F90244E7E9DCB1B8B61923993","0198e2e6-832d-7c6a-bc90-fb9bb5b372e5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","19683","B7E7CF5F90244E7E9DCB1B8B61923993","0198e2e6-832d-7c6a-bc90-fb9bb5b372e5","0198e2d6-5c2e-73f5-8451-25a6796d814f","consent","19667","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 8 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 8 minutes, your payment will amount to $2.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","33617","B7E7CF5F90244E7E9DCB1B8B61923993","0198e2e6-832d-7c6a-bc90-fb9bb5b372e5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","13950","","","[{""page_index"":0,""viewing_time"":13950}]","","","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.1.0","45267","B7E7CF5F90244E7E9DCB1B8B61923993","0198e2e6-832d-7c6a-bc90-fb9bb5b372e5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","11650","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>became hungry</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>become hungry all the same</strong>?</p>","75","","counterfactual","remember something","take a walk","50","75","","","","","","","",""
"","","","","","html-slider-response","4","2.1.0","67301","B7E7CF5F90244E7E9DCB1B8B61923993","0198e2e6-832d-7c6a-bc90-fb9bb5b372e5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","22034","<p style=""font-size: 25px;"">A person <strong>experienced pain</strong>, then they <strong>chose what to do</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>experience pain</strong>. <br>Would they still have <strong>chosen to do the same thing</strong>?</p>","25","","counterfactual","hear something","take a walk","50","25","","","","","","","",""
"","","","","","html-slider-response","5","2.1.0","75735","B7E7CF5F90244E7E9DCB1B8B61923993","0198e2e6-832d-7c6a-bc90-fb9bb5b372e5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8417","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>remembered something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>remembered the same thing</strong>?</p>","75","","counterfactual","experience pain","kick something","50","75","","","","","","","",""
"","","","","","html-slider-response","6","2.1.0","91268","B7E7CF5F90244E7E9DCB1B8B61923993","0198e2e6-832d-7c6a-bc90-fb9bb5b372e5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","15550","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>got tired</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>jump up and down</strong>. <br>Would they still have <strong>gotten tired all the same</strong>?</p>","24","","counterfactual","choose what to do","experience pain","50","24","","","","","","","",""
"","","","","","html-slider-response","7","2.1.0","100652","B7E7CF5F90244E7E9DCB1B8B61923993","0198e2e6-832d-7c6a-bc90-fb9bb5b372e5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","9367","<p style=""font-size: 25px;"">A person <strong>kicked something</strong>, then they <strong>experienced pain</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>kick something</strong>. <br>Would they still have <strong>experienced the same pain</strong>?</p>","0","","counterfactual","become hungry","take a walk","50","0","","","","","","","",""
"","","","","","html-slider-response","8","2.1.0","113869","B7E7CF5F90244E7E9DCB1B8B61923993","0198e2e6-832d-7c6a-bc90-fb9bb5b372e5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","13234","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>felt scared</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>felt scared all the same</strong>?</p>","15","","counterfactual","get tired","jump up and down","50","15","","","","","","","",""
"","","","","","html-slider-response","9","2.1.0","124036","B7E7CF5F90244E7E9DCB1B8B61923993","0198e2e6-832d-7c6a-bc90-fb9bb5b372e5","0198e2d6-5c2e-73f5-8451-25a6796d814f","","10150","<p style=""font-size: 25px;"">A person <strong>got sick</strong>, then they <strong>thought about something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get sick</strong>. <br>Would they still have <strong>thought the same thing</strong>?</p>","37","","counterfactual","take a walk","think about something","50","37","","","","","","","",""
