"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","preceding_causal_itemA","preceding_similar_itemA","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","11","8E651BA067AF4F99B1EE573B238E0EDA","","019a08ad-b591-7c64-8279-6ee296daa48d","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","3595","8E651BA067AF4F99B1EE573B238E0EDA","","019a08ad-b591-7c64-8279-6ee296daa48d","consent","3581","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> This is a study demo; the purpose of the study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 4 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. <p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. <p> Do you consent to participate? </p>","0","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","11701","8E651BA067AF4F99B1EE573B238E0EDA","","019a08ad-b591-7c64-8279-6ee296daa48d","","8105","","","[{""page_index"":0,""viewing_time"":8105}]","","","","","","","","","","",""
"","","","","","html-button-response","3","2.1.0","16816","8E651BA067AF4F99B1EE573B238E0EDA","","019a08ad-b591-7c64-8279-6ee296daa48d","","5113","<p style=""font-size: 25px;"">For this question, ignore the previous instructions. <br>Instead, please select ""the ability to <strong>choose what to do</strong>"".</p>","0","","attention_check","choose what to do","choose what to do","","","","","","","",""
"","","","","","html-button-response","4","2.1.0","29506","8E651BA067AF4F99B1EE573B238E0EDA","","019a08ad-b591-7c64-8279-6ee296daa48d","","12688","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>get sick</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","","<p style=""font-size: 25px;"">The ability to <strong>become hungry</strong></p>","get sick","see something","get tired","","","","",""
"","","","","","html-button-response","5","2.1.0","37561","8E651BA067AF4F99B1EE573B238E0EDA","","019a08ad-b591-7c64-8279-6ee296daa48d","","8053","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>hear something</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","","<p style=""font-size: 25px;"">The ability to <strong>feel scared</strong></p>","hear something","take a walk","see something","","","","",""
"","","","","","html-button-response","6","2.1.0","55606","8E651BA067AF4F99B1EE573B238E0EDA","","019a08ad-b591-7c64-8279-6ee296daa48d","","18043","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>choose what to do</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","0","","following","","<p style=""font-size: 25px;"">The ability to <strong>hear something</strong></p>","choose what to do","experience pain","remember something","","","","",""
"","","","","","html-button-response","7","2.1.0","57842","8E651BA067AF4F99B1EE573B238E0EDA","","019a08ad-b591-7c64-8279-6ee296daa48d","","2234","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>see something</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","","<p style=""font-size: 25px;"">The ability to <strong>feel scared</strong></p>","see something","take a walk","hear something","","","","",""
"","","","","","html-button-response","8","2.1.0","60046","8E651BA067AF4F99B1EE573B238E0EDA","","019a08ad-b591-7c64-8279-6ee296daa48d","","2202","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>take a walk</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","","<p style=""font-size: 25px;"">The ability to <strong>get tired</strong></p>","take a walk","think about something","jump up and down","","","","",""
"","","","","","html-button-response","9","2.1.0","64322","8E651BA067AF4F99B1EE573B238E0EDA","","019a08ad-b591-7c64-8279-6ee296daa48d","","4274","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>experience pain</strong>. <br>The creature has one of the following two abilities, and not the other. <br> Which of these two do you think the creature has?</p>","1","","following","","<p style=""font-size: 25px;"">The ability to <strong>become hungry</strong></p>","experience pain","kick something","get tired","","","","",""
