"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","first_item","first_past_tense","third_item","middle_causal","middle_similar","biological_substrate","selected_choice","correct_response_attn","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","17","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","5010","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","consent","4988","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 6 minutes.</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 6 minutes, your payment will amount to $1.50.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","42196","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","","37181","","","[{""page_index"":0,""viewing_time"":37181}]","","","","","","","","","","","","","",""
"","","","","","html-button-response","3","2.1.0","46993","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","","4795","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>got sick</strong>,
      which made them ____________ , which made them <strong>become hungry</strong>.</p>
      <br>
      ","0","","causal_chain","get sick","got sick","become hungry","see something","feel scared","UT902","<p style=""font-size: 25px;""><strong>see something</strong></p>","","","","","",""
"","","","","","html-button-response","4","2.1.0","52482","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","","5486","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>,
      which made them ____________ , which made them <strong>hear something</strong>.</p>
      <br>
      ","1","","causal_chain","choose what to do","chose what to do","hear something","take a walk","see something","VF501","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","","","","","",""
"","","","","","html-button-response","5","2.1.0","57131","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","","4646","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>sat down</strong>,
      which made them ____________ , which made them <strong>jump up and down</strong>.</p>
      <br>
      ","0","","causal_chain","sit down","sat down","jump up and down","experience pain","take a walk","CD8R1","<p style=""font-size: 25px;""><strong>experience pain</strong></p>","","","","","",""
"","","","","","html-button-response","6","2.1.0","63902","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","","6768","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>remembered something</strong>,
      which made them ____________ , which made them <strong>hear something</strong>.</p>
      <br>
      ","1","","causal_chain","remember something","remembered something","hear something","kick something","see something","APP12","<p style=""font-size: 25px;""><strong>see something</strong></p>","","","","","",""
"","","","","","html-button-response","7","2.1.0","74652","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","","10747","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>got tired</strong>,
      which made them ____________ , which made them <strong>feel scared</strong>.</p>
      <br>
      ","0","","causal_chain","get tired","got tired","feel scared","choose what to do","become hungry","FTR54","<p style=""font-size: 25px;""><strong>choose what to do</strong></p>","","","","","",""
"","","","","","html-button-response","8","2.1.0","76312","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","","1657","<p style=""font-size: 25px;"">For this question, please select ""<strong>jump up and down</strong>""</p>
    ","1","","attention_check_causal_chain","","","","","","","jump up and down","jump up and down","","","","",""
"","","","","","html-button-response","9","2.1.0","84083","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","","7767","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>saw something</strong>,
      which made them ____________ , which made them <strong>hear something</strong>.</p>
      <br>
      ","0","","causal_chain","see something","saw something","hear something","take a walk","remember something","HFE1A","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","","","","","",""
"","","","","","html-button-response","10","2.1.0","88612","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","","4526","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>became hungry</strong>,
      which made them ____________ , which made them <strong>feel scared</strong>.</p>
      <br>
      ","0","","causal_chain","become hungry","became hungry","feel scared","think about something","get tired","ZBT7A","<p style=""font-size: 25px;""><strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","11","2.1.0","94454","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","","5840","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong>,
      which made them ____________ , which made them <strong>sit down</strong>.</p>
      <br>
      ","1","","causal_chain","jump up and down","jumped up and down","sit down","get tired","take a walk","TRE89","<p style=""font-size: 25px;""><strong>get tired</strong></p>","","","","","",""
"","","","","","html-button-response","12","2.1.0","97959","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","","3503","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>took a walk</strong>,
      which made them ____________ , which made them <strong>reach for something</strong>.</p>
      <br>
      ","1","","causal_chain","take a walk","took a walk","reach for something","see something","jump up and down","BRCA1","<p style=""font-size: 25px;""><strong>see something</strong></p>","","","","","",""
"","","","","","instructions","13","2.1.0","102556","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","","4595","","","[{""page_index"":0,""viewing_time"":4595}]","","","","","","","","","","","","","",""
"","","","","","survey-html-form","14","2.1.0","155701","91659BB02F0E45CC99C58D9859084D09","019b17fb-4601-7a35-a08a-7b2fc1b4ef84","019b17ef-16f9-7405-b293-c4efd23deca7","demographics_survey","53124","","{""feedback"":""I just picked the choice that seemed to fit the sequence the best."",""age"":""21"",""gender"":""Male"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","","","I just picked the choice that seemed to fit the sequence the best.","21","Non-Hispanic","Male","Black/African American"
