"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","first_item","first_past_tense","third_item","middle_causal","middle_similar","biological_substrate","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","6","79CBC94796BB41D39D751793A66AED83","019b17fd-f62f-779d-b837-4f29f1b428d8","019b17ef-16f9-7405-b293-c4efd23deca7","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","1128743","79CBC94796BB41D39D751793A66AED83","019b17fd-f62f-779d-b837-4f29f1b428d8","019b17ef-16f9-7405-b293-c4efd23deca7","consent","1128735","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 6 minutes.</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 6 minutes, your payment will amount to $1.50.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","1134557","79CBC94796BB41D39D751793A66AED83","019b17fd-f62f-779d-b837-4f29f1b428d8","019b17ef-16f9-7405-b293-c4efd23deca7","","5811","","","[{""page_index"":0,""viewing_time"":5811}]","","","","","","","","","","","","","",""
"","","","","","html-button-response","3","2.1.0","1136492","79CBC94796BB41D39D751793A66AED83","019b17fd-f62f-779d-b837-4f29f1b428d8","019b17ef-16f9-7405-b293-c4efd23deca7","","1933","<p style=""font-size: 25px;"">For this question, please select ""<strong>jump up and down</strong>""</p>
    ","1","","attention_check_causal_chain","jump up and down","jump up and down","","","","","","","","","","",""
"","","","","","html-button-response","4","2.1.0","1142014","79CBC94796BB41D39D751793A66AED83","019b17fd-f62f-779d-b837-4f29f1b428d8","019b17ef-16f9-7405-b293-c4efd23deca7","","5521","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong>,
      which made them ____________ , which made them <strong>sit down</strong>.</p>
      <br>
      ","1","","causal_chain","","<p style=""font-size: 25px;""><strong>get tired</strong></p>","jump up and down","jumped up and down","sit down","get tired","take a walk","UT902","","","","",""
"","","","","","html-button-response","5","2.1.0","1147055","79CBC94796BB41D39D751793A66AED83","019b17fd-f62f-779d-b837-4f29f1b428d8","019b17ef-16f9-7405-b293-c4efd23deca7","","5038","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>remembered something</strong>,
      which made them ____________ , which made them <strong>hear something</strong>.</p>
      <br>
      ","1","","causal_chain","","<p style=""font-size: 25px;""><strong>see something</strong></p>","remember something","remembered something","hear something","kick something","see something","FTR54","","","","",""
"","","","","","html-button-response","6","2.1.0","1152726","79CBC94796BB41D39D751793A66AED83","019b17fd-f62f-779d-b837-4f29f1b428d8","019b17ef-16f9-7405-b293-c4efd23deca7","","5670","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>,
      which made them ____________ , which made them <strong>hear something</strong>.</p>
      <br>
      ","1","","causal_chain","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","choose what to do","chose what to do","hear something","take a walk","see something","VF501","","","","",""
"","","","","","html-button-response","7","2.1.0","1156261","79CBC94796BB41D39D751793A66AED83","019b17fd-f62f-779d-b837-4f29f1b428d8","019b17ef-16f9-7405-b293-c4efd23deca7","","3533","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>got sick</strong>,
      which made them ____________ , which made them <strong>become hungry</strong>.</p>
      <br>
      ","1","","causal_chain","","<p style=""font-size: 25px;""><strong>feel scared</strong></p>","get sick","got sick","become hungry","see something","feel scared","ZBT7A","","","","",""
"","","","","","html-button-response","8","2.1.0","1161387","79CBC94796BB41D39D751793A66AED83","019b17fd-f62f-779d-b837-4f29f1b428d8","019b17ef-16f9-7405-b293-c4efd23deca7","","5125","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>became hungry</strong>,
      which made them ____________ , which made them <strong>feel scared</strong>.</p>
      <br>
      ","0","","causal_chain","","<p style=""font-size: 25px;""><strong>think about something</strong></p>","become hungry","became hungry","feel scared","think about something","get tired","APP12","","","","",""
"","","","","","html-button-response","9","2.1.0","1166179","79CBC94796BB41D39D751793A66AED83","019b17fd-f62f-779d-b837-4f29f1b428d8","019b17ef-16f9-7405-b293-c4efd23deca7","","4789","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>got tired</strong>,
      which made them ____________ , which made them <strong>feel scared</strong>.</p>
      <br>
      ","1","","causal_chain","","<p style=""font-size: 25px;""><strong>choose what to do</strong></p>","get tired","got tired","feel scared","choose what to do","become hungry","BRCA1","","","","",""
"","","","","","html-button-response","10","2.1.0","1173745","79CBC94796BB41D39D751793A66AED83","019b17fd-f62f-779d-b837-4f29f1b428d8","019b17ef-16f9-7405-b293-c4efd23deca7","","7563","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>saw something</strong>,
      which made them ____________ , which made them <strong>hear something</strong>.</p>
      <br>
      ","1","","causal_chain","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","see something","saw something","hear something","take a walk","remember something","CD8R1","","","","",""
"","","","","","html-button-response","11","2.1.0","1177287","79CBC94796BB41D39D751793A66AED83","019b17fd-f62f-779d-b837-4f29f1b428d8","019b17ef-16f9-7405-b293-c4efd23deca7","","3540","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>took a walk</strong>,
      which made them ____________ , which made them <strong>reach for something</strong>.</p>
      <br>
      ","1","","causal_chain","","<p style=""font-size: 25px;""><strong>see something</strong></p>","take a walk","took a walk","reach for something","see something","jump up and down","TRE89","","","","",""
"","","","","","html-button-response","12","2.1.0","1181295","79CBC94796BB41D39D751793A66AED83","019b17fd-f62f-779d-b837-4f29f1b428d8","019b17ef-16f9-7405-b293-c4efd23deca7","","4006","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>sat down</strong>,
      which made them ____________ , which made them <strong>jump up and down</strong>.</p>
      <br>
      ","0","","causal_chain","","<p style=""font-size: 25px;""><strong>experience pain</strong></p>","sit down","sat down","jump up and down","experience pain","take a walk","HFE1A","","","","",""
"","","","","","instructions","13","2.1.0","1187595","79CBC94796BB41D39D751793A66AED83","019b17fd-f62f-779d-b837-4f29f1b428d8","019b17ef-16f9-7405-b293-c4efd23deca7","","6299","","","[{""page_index"":0,""viewing_time"":6299}]","","","","","","","","","","","","","",""
