"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","similar_itemA","selected_choice","correct_response_attn","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","12","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","6189","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","consent","6176","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 4 minutes.</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 4 minutes, your payment will amount to $1.00.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","17512","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","11322","","","[{""page_index"":0,""viewing_time"":11322}]","","","","","","","","","","",""
"","","","","","html-button-response","3","2.1.0","31815","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","14302","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>remember something</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","0","","similar","remember something","take a walk","think about something","<p style=""font-size: 25px;""><strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","4","2.1.0","134568","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","102754","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>sit down</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","sit down","experience pain","jump up and down","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","","","","","",""
"","","","","","html-button-response","5","2.1.0","203290","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","68723","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>think about something</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","think about something","take a walk","remember something","<p style=""font-size: 25px;""><strong>remember something</strong></p>","","","","","",""
"","","","","","html-button-response","6","2.1.0","217167","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","13876","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>see something</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","0","","similar","see something","take a walk","hear something","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","","","","","",""
"","","","","","html-button-response","7","2.1.0","279888","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","62721","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>hear something</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","0","","similar","hear something","take a walk","see something","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","","","","","",""
"","","","","","html-button-response","8","2.1.0","293931","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","14042","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>feel scared</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","feel scared","see something","become hungry","<p style=""font-size: 25px;""><strong>see something</strong></p>","","","","","",""
"","","","","","html-button-response","9","2.1.0","300370","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","6438","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>experience pain</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","0","","similar","experience pain","kick something","feel scared","<p style=""font-size: 25px;""><strong>feel scared</strong></p>","","","","","",""
"","","","","","html-button-response","10","2.1.0","306570","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","6199","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>jump up and down</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","jump up and down","think about something","sit down","<p style=""font-size: 25px;""><strong>sit down</strong></p>","","","","","",""
"","","","","","html-button-response","11","2.1.0","313396","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","6825","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>kick something</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","kick something","think about something","jump up and down","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","","","","","",""
"","","","","","html-button-response","12","2.1.0","315878","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","2481","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>become hungry</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","0","","similar","become hungry","take a walk","experience pain","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","","","","","",""
"","","","","","html-button-response","13","2.1.0","319499","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","3620","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>reach for something</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","0","","similar","reach for something","become hungry","kick something","<p style=""font-size: 25px;""><strong>kick something</strong></p>","","","","","",""
"","","","","","html-button-response","14","2.1.0","321734","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","2235","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>get sick</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","get sick","see something","get tired","<p style=""font-size: 25px;""><strong>get tired</strong></p>","","","","","",""
"","","","","","html-button-response","15","2.1.0","324628","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","2893","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>take a walk</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","take a walk","think about something","jump up and down","<p style=""font-size: 25px;""><strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","16","2.1.0","328659","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","4030","<p style=""font-size: 25px;"">For this question, please select ""<strong>choose what to do</strong>""</p>
            <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","0","","attention_check","","","","choose what to do","choose what to do","","","","",""
"","","","","","html-button-response","17","2.1.0","330785","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","2125","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>get tired</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","get tired","jump up and down","feel scared","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","","","","","",""
"","","","","","html-button-response","18","2.1.0","332950","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","2164","<p style=""font-size: 25px;"">Suppose that you had magical powers, and wanted to give a creature the ability to <strong>choose what to do</strong>. 
               <br>However you ran out of that specific spell. 
               <br>Which of these other two spells would most likely accomplish your goal?</p>
               <p style=""font-size: 25px;"">Giving the creature the ability to...</p>","1","","similar","choose what to do","feel scared","remember something","<p style=""font-size: 25px;""><strong>remember something</strong></p>","","","","","",""
"","","","","","instructions","19","2.1.0","334977","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","","2026","","","[{""page_index"":0,""viewing_time"":2026}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","397760","D06CD24531A74EF38C82A7B5B0F5BB7E","75a3c8af-716a-4972-8733-01dc06a14e87","96564893-8422-4b16-9829-37cef1b14394","demographics_survey","62783","","{""feedback"":""I thought about what I would likely do within each scenerio."",""age"":""27"",""gender"":""Male"",""other_gender"":"""",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","I thought about what I would likely do within each scenerio.","27","Non-Hispanic","Male",""
