"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","preceding_causal_itemA","preceding_similar_itemA","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","10","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","6539","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","consent","6527","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> This is a study demo; the purpose of the study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 4 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. <p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. <p> Do you consent to participate? </p>","0","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","12466","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","","5926","","","[{""page_index"":0,""viewing_time"":5926}]","","","","","","","","","","",""
"","","","","","html-button-response","3","2.1.0","16570","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","","4103","<p style=""font-size: 25px;"">For this question, ignore the previous instructions. <br>Instead, please select <strong>""choose what to do""</strong></p>","0","","attention_check","choose what to do","choose what to do","","","","","","","",""
"","","","","","html-button-response","4","2.1.0","29673","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","","13102","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>choose what to do.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","choose what to do","experience pain","remember something","","","","",""
"","","","","","html-button-response","5","2.1.0","39449","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","","9774","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>sit down.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","1","","standard","","<p style=""font-size: 25px;""><strong>experience pain</strong></p>","sit down","experience pain","jump up and down","","","","",""
"","","","","","html-button-response","6","2.1.0","43001","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","","3551","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>reach for something.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>become hungry</strong></p>","reach for something","become hungry","kick something","","","","",""
"","","","","","html-button-response","7","2.1.0","46281","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","","3279","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>think about something.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","1","","standard","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","think about something","get sick","remember something","","","","",""
"","","","","","html-button-response","8","2.1.0","50593","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","","4311","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>take a walk.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","take a walk","think about something","jump up and down","","","","",""
"","","","","","html-button-response","9","2.1.0","54065","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","","3471","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>see something.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","1","","standard","","<p style=""font-size: 25px;""><strong>hear something</strong></p>","see something","take a walk","hear something","","","","",""
"","","","","","html-button-response","10","2.1.0","244407","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","","190341","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>feel scared.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","1","","standard","","<p style=""font-size: 25px;""><strong>see something</strong></p>","feel scared","see something","get tired","","","","",""
"","","","","","html-button-response","11","2.1.0","246983","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","","2574","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>experience pain.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>kick something</strong></p>","experience pain","kick something","get tired","","","","",""
"","","","","","html-button-response","12","2.1.0","248719","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","","1735","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>get sick.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","1","","standard","","<p style=""font-size: 25px;""><strong>get tired</strong></p>","get sick","see something","get tired","","","","",""
"","","","","","html-button-response","13","2.1.0","253183","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","","4463","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>become hungry.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","become hungry","take a walk","feel scared","","","","",""
"","","","","","html-button-response","14","2.1.0","254743","D04F6CB04CD04617BC6683C605093ECB","","0199f327-5758-76ec-86b2-e20a5114ed1c","","1559","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>remember something.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>think about something</strong></p>","remember something","take a walk","think about something","","","","",""
