"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","preceding_causal_itemA","preceding_similar_itemA","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","6","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","2910","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","consent","2903","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> This is a study demo; the purpose of the study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 4 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. <p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. <p> Do you consent to participate? </p>","0","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","25165","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","22255","","","[{""page_index"":0,""viewing_time"":22255}]","","","","","","","","","","",""
"","","","","","html-button-response","3","2.1.0","28878","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","3711","<p style=""font-size: 25px;"">For this question, ignore the previous instructions. <br>Instead, please select <strong>""choose what to do""</strong></p>","0","","attention_check","choose what to do","choose what to do","","","","","","","",""
"","","","","","html-button-response","4","2.1.0","37918","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","9039","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>get sick.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","1","","standard","","<p style=""font-size: 25px;""><strong>get tired</strong></p>","get sick","see something","get tired","","","","",""
"","","","","","html-button-response","5","2.1.0","61862","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","23943","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>think about something.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","1","","standard","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","think about something","get sick","remember something","","","","",""
"","","","","","html-button-response","6","2.1.0","64598","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","2735","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>become hungry.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>feel scared</strong></p>","become hungry","take a walk","feel scared","","","","",""
"","","","","","html-button-response","7","2.1.0","66126","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","1527","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>hear something.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>see something</strong></p>","hear something","take a walk","see something","","","","",""
"","","","","","html-button-response","8","2.1.0","68486","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","2359","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>experience pain.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>get tired</strong></p>","experience pain","kick something","get tired","","","","",""
"","","","","","html-button-response","9","2.1.0","71166","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","2678","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>get tired.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","1","","standard","","<p style=""font-size: 25px;""><strong>feel scared</strong></p>","get tired","jump up and down","feel scared","","","","",""
"","","","","","html-button-response","10","2.1.0","72886","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","1719","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>remember something.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","1","","standard","","<p style=""font-size: 25px;""><strong>think about something</strong></p>","remember something","take a walk","think about something","","","","",""
"","","","","","html-button-response","11","2.1.0","74934","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","2048","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>jump up and down.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","1","","standard","","<p style=""font-size: 25px;""><strong>sit down</strong></p>","jump up and down","see something","sit down","","","","",""
"","","","","","html-button-response","12","2.1.0","76478","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","1543","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>kick something.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","1","","standard","","<p style=""font-size: 25px;""><strong>sit down</strong></p>","kick something","think about something","sit down","","","","",""
"","","","","","html-button-response","13","2.1.0","78142","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","1664","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>see something.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>hear something</strong></p>","see something","take a walk","hear something","","","","",""
"","","","","","html-button-response","14","2.1.0","80647","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","2504","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>sit down.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","sit down","experience pain","jump up and down","","","","",""
"","","","","","html-button-response","15","2.1.0","82494","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","1846","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>choose what to do.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","choose what to do","experience pain","remember something","","","","",""
"","","","","","html-button-response","16","2.1.0","84349","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","1855","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>feel scared.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>get tired</strong></p>","feel scared","see something","get tired","","","","",""
"","","","","","html-button-response","17","2.1.0","87294","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","2944","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>reach for something.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>kick something</strong></p>","reach for something","become hungry","kick something","","","","",""
"","","","","","html-button-response","18","2.1.0","89374","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","2079","<p style=""font-size: 25px;"">You are working on a new creature which currently has no capabilities. <br>Using your magical powers, your goal is to give this creature the capacity to <strong>take a walk.</strong> <br>However, you ran out of that specific spell.<br>Which of these two spells would most likely accomplish your goal? <br>The spell that grants the capacity to...</p>","0","","standard","","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","take a walk","think about something","jump up and down","","","","",""
"","","","","","instructions","19","2.1.0","90878","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","","1503","","","[{""page_index"":0,""viewing_time"":1503}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.1.0","110016","EF607A2D2E6A4B2EA66AA505975B3335","","0199f327-5758-76ec-86b2-e20a5114ed1c","demographics_survey","19135","","{""feedback"":""I went with whatever felt like the most logically related to the presented action. "",""age"":""36"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","I went with whatever felt like the most logically related to the presented action. ","36","Non-Hispanic","Male","White"
