"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","14","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","10162","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","consent","10144","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 5 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 5 minutes, your payment will amount to $1.25.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","13496","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3331","","","[{""page_index"":0,""viewing_time"":3331}]","","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.1.0","23127","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","9623","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","64","","causal","feel scared","see something","50","","","","","","","",""
"","","","","","html-slider-response","4","2.1.0","30988","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7856","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","81","","similar","kick something","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","5","2.1.0","36699","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5705","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","67","","causal","get tired","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","6","2.1.0","42488","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5786","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","5","","causal","get sick","see something","50","","","","","","","",""
"","","","","","html-slider-response","7","2.1.0","47807","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5314","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","13","","similar","become hungry","","50","experience pain","","","","","","",""
"","","","","","html-slider-response","8","2.1.0","53181","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5371","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","78","","similar","think about something","","50","remember something","","","","","","",""
"","","","","","html-slider-response","9","2.1.0","58135","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4949","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>took a walk</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Extremely satisfying""</strong></p>","100","","attention_check_1","","","50","","100","yes","","","","",""
"","","","","","html-slider-response","10","2.1.0","63058","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4918","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","83","","causal","become hungry","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","11","2.1.0","67007","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3945","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","65","","causal","take a walk","think about something","50","","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","71421","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4411","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","87","","causal","sit down","experience pain","50","","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","77813","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6388","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","35","","similar","experience pain","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","87537","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","9719","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","39","","causal","choose what to do","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","92103","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4561","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","82","","causal","see something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","96924","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4816","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","12","","similar","take a walk","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","101424","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4496","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","83","","causal","remember something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","106094","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4668","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","84","","causal","reach for something","become hungry","50","","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","111168","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5072","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","14","","similar","feel scared","","50","become hungry","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","116529","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5356","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","4","","similar","jump up and down","","50","sit down","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","122121","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5589","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","6","","similar","reach for something","","50","kick something","","","","","","",""
"","","","","","html-slider-response","22","2.1.0","126826","A4D4E985E90C44089B7440BAF4E72132","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4703","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","84","","causal","experience pain","kick something","50","","","","","","","",""
