"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","4","EEEA37655E914F7CAF298B09C263CDF5","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","8947","EEEA37655E914F7CAF298B09C263CDF5","","019962ea-f9ac-7016-9d17-26108c8e2fd7","consent","8931","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 5 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 5 minutes, your payment will amount to $1.25.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","32896","EEEA37655E914F7CAF298B09C263CDF5","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","23947","","","[{""page_index"":0,""viewing_time"":23947}]","","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.1.0","37663","EEEA37655E914F7CAF298B09C263CDF5","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4762","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","67","","causal","become hungry","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","4","2.1.0","55378","EEEA37655E914F7CAF298B09C263CDF5","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","17711","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","98","","similar","choose what to do","","50","remember something","","","","","","",""
"","","","","","html-slider-response","5","2.1.0","58977","EEEA37655E914F7CAF298B09C263CDF5","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3596","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","18","","similar","get tired","","50","feel scared","","","","","","",""
"","","","","","html-slider-response","6","2.1.0","63611","EEEA37655E914F7CAF298B09C263CDF5","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","4632","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","55","","causal","remember something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","7","2.1.0","66978","EEEA37655E914F7CAF298B09C263CDF5","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","3364","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","78","","causal","see something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","8","2.1.0","69762","EEEA37655E914F7CAF298B09C263CDF5","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","2781","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","59","","causal","think about something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","9","2.1.0","81578","EEEA37655E914F7CAF298B09C263CDF5","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","11812","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>took a walk</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Extremely satisfying""</strong></p>","100","","attention_check_1","","","50","","100","yes","","","","",""
