"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","similar_itemA","selected_choice","correct_response_attn","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","4","40381C55A6C844129B2A9C2E67A37740","","019a7554-4882-75ac-add4-95f1a495302d","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","21377","40381C55A6C844129B2A9C2E67A37740","","019a7554-4882-75ac-add4-95f1a495302d","consent","21372","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> This is a study demo; the purpose of the study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 4 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. <p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. <p> Do you consent to participate? </p>","0","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","22774","40381C55A6C844129B2A9C2E67A37740","","019a7554-4882-75ac-add4-95f1a495302d","","1397","","","[{""page_index"":0,""viewing_time"":1397}]","","","","","","","","","","",""
"","","","","","html-button-response","3","2.1.0","25825","40381C55A6C844129B2A9C2E67A37740","","019a7554-4882-75ac-add4-95f1a495302d","","3050","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>feel scared</strong>? <br>I would make them... </p>","1","","ordinary","feel scared","see something","get tired","<p style=""font-size: 25px;""><strong>see something</strong></p>","","","","","",""
"","","","","","html-button-response","4","2.1.0","262846","40381C55A6C844129B2A9C2E67A37740","","019a7554-4882-75ac-add4-95f1a495302d","","237021","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>reach for something</strong>? <br>I would make them... </p>","1","","ordinary","reach for something","become hungry","kick something","<p style=""font-size: 25px;""><strong>become hungry</strong></p>","","","","","",""
"","","","","","html-button-response","5","2.1.0","263500","40381C55A6C844129B2A9C2E67A37740","","019a7554-4882-75ac-add4-95f1a495302d","","653","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>remember something</strong>? <br>I would make them... </p>","0","","ordinary","remember something","take a walk","think about something","<p style=""font-size: 25px;""><strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","6","2.1.0","263930","40381C55A6C844129B2A9C2E67A37740","","019a7554-4882-75ac-add4-95f1a495302d","","429","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>take a walk</strong>? <br>I would make them... </p>","0","","ordinary","take a walk","think about something","sit down","<p style=""font-size: 25px;""><strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","7","2.1.0","264572","40381C55A6C844129B2A9C2E67A37740","","019a7554-4882-75ac-add4-95f1a495302d","","641","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>kick something</strong>? <br>I would make them... </p>","1","","ordinary","kick something","think about something","sit down","<p style=""font-size: 25px;""><strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","8","2.1.0","265288","40381C55A6C844129B2A9C2E67A37740","","019a7554-4882-75ac-add4-95f1a495302d","","716","<p style=""font-size: 25px;"">Which of these actions would you do to make someone 
                <strong>hear something</strong>? <br>I would make them... </p>","1","","ordinary","hear something","take a walk","see something","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","","","","","",""
"","","","","","html-button-response","9","2.1.0","268272","40381C55A6C844129B2A9C2E67A37740","","019a7554-4882-75ac-add4-95f1a495302d","","2983","<p style=""font-size: 25px;"">For this question, please ignore previous instructions and select ""<strong>choose what to do</strong>"".
            <br>I would make them...</p>","0","","attention_check_ordinary","","","","choose what to do","choose what to do","","","","",""
