"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","response_value","causal_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","13","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","46971","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","consent","46953","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 8 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 8 minutes, your payment will amount to $2.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","99397","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","","52424","","","[{""page_index"":0,""viewing_time"":52424}]","","","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.1.0","105463","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6058","<p style=""font-size: 25px;"">A person <strong>sat down</strong>, then they <strong>took a walk</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>sit down</strong>. <br>Would they still have <strong>taken the same walk</strong>?</p>","100","","similarity","take a walk","sit down","50","100","","","","","","","",""
"","","","","","html-slider-response","4","2.1.0","112320","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6855","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>felt scared</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>felt scared all the same</strong>?</p>","0","","counterfactual","jump up and down","","50","0","see something","","","","","","",""
"","","","","","html-slider-response","5","2.1.0","120072","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7750","<p style=""font-size: 25px;"">A person <strong>remembered something</strong>, then they <strong>chose what to do</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>remember something</strong>. <br>Would they still have <strong>chosen to do the same thing</strong>?</p>","0","","similarity","choose what to do","remember something","50","0","","","","","","","",""
"","","","","","html-slider-response","6","2.1.0","124696","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4622","<p style=""font-size: 25px;"">A person <strong>became hungry</strong>, then they <strong>reached for something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>become hungry</strong>. <br>Would they still have <strong>reached for the same thing</strong>?</p>","7","","counterfactual","experience pain","","50","7","kick something","","","","","","",""
"","","","","","html-slider-response","7","2.1.0","130929","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6230","<p style=""font-size: 25px;"">A person <strong>got tired</strong>, then they <strong>got sick</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>get tired</strong>. <br>Would they still have <strong>gotten sick in the same way</strong>?</p>","94","","similarity","get sick","get tired","50","94","","","","","","","",""
"","","","","","html-slider-response","8","2.1.0","137345","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","","6413","<p style=""font-size: 25px;"">A person <strong>experienced pain</strong>, then they <strong>chose what to do</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>experience pain</strong>. <br>Would they still have <strong>chosen to do the same thing</strong>?</p>","0","","counterfactual","think about something","","50","0","get sick","","","","","","",""
"","","","","","html-slider-response","9","2.1.0","141634","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4286","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>remembered something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>remembered the same thing</strong>?</p>","48","","counterfactual","choose what to do","","50","48","experience pain","","","","","","",""
"","","","","","html-slider-response","10","2.1.0","146749","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5112","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>got tired</strong>.</p>
             <p style=""font-size: 25px;"">For this question, please select <strong>""definitely not""</strong></p>","0","","attention_check_counterfactual","","","50","","","0","yes","","","","",""
"","","","","","html-slider-response","11","2.1.0","155083","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","","8331","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>took a walk</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>taken the same walk</strong>?</p>","41","","counterfactual","hear something","","50","41","take a walk","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","159379","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","","4294","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>felt hungry</strong>.</p>
             <p style=""font-size: 25px;"">For this question, please select <strong>""definitely yes""</strong></p>","100","","attention_check_similarity","","","50","","","100","yes","","","","",""
"","","","","","html-slider-response","13","2.1.0","167112","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","","7730","<p style=""font-size: 25px;"">A person <strong>felt scared</strong>, then they <strong>got tired</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>feel scared</strong>. <br>Would they still have <strong>gotten tired all the same</strong>?</p>","94","","similarity","get tired","feel scared","50","94","","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","172411","480624F7D2124687AD60694DFA6D7702","0198e2e6-6db9-7ed9-97a7-c7c26ceb55fd","0198e2d6-5c2e-73f5-8451-25a6796d814f","","5296","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>became hungry</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>become hungry all the same</strong>?</p>","35","","counterfactual","get sick","","50","35","see something","","","","","","",""
