"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","response_value","attn_response","attn_correct","similar_itemA","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.0.0","4","ED27395D9D0744BEA057B682AC9F621D","5d52e6e5-4075-48b0-ad78-de65b515c2ac","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.0.0","3344","ED27395D9D0744BEA057B682AC9F621D","5d52e6e5-4075-48b0-ad78-de65b515c2ac","63b64ef0-0a17-45d4-99b8-0e7682bd8206","consent","3339","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 8 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 8 minutes, your payment will amount to $2.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","","",""
"","","","","","instructions","2","2.0.0","9976","ED27395D9D0744BEA057B682AC9F621D","5d52e6e5-4075-48b0-ad78-de65b515c2ac","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","6630","","","[{""page_index"":0,""viewing_time"":6630}]","","","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.0.0","15099","ED27395D9D0744BEA057B682AC9F621D","5d52e6e5-4075-48b0-ad78-de65b515c2ac","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","5121","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>saw something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>seen the same thing</strong>?</p>","0","","counterfactual","think about something","take a walk","50","0","","","","","","","",""
"","","","","","html-slider-response","4","2.0.0","21977","ED27395D9D0744BEA057B682AC9F621D","5d52e6e5-4075-48b0-ad78-de65b515c2ac","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","6876","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>got tired</strong>.</p>
             <p style=""font-size: 25px;"">For this question, please select <strong>""definitely not""</strong></p>","0","","attention_check_counterfactual","","","50","","0","yes","","","","","",""
"","","","","","html-slider-response","5","2.0.0","32193","ED27395D9D0744BEA057B682AC9F621D","5d52e6e5-4075-48b0-ad78-de65b515c2ac","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","10214","<p style=""font-size: 25px;"">A person <strong>thought about something</strong>, then they <strong>kicked something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>think about something</strong>. <br>Would they still have <strong>kicked the same thing</strong>?</p>","88","","counterfactual","become hungry","take a walk","50","88","","","","","","","",""
"","","","","","html-slider-response","6","2.0.0","38802","ED27395D9D0744BEA057B682AC9F621D","5d52e6e5-4075-48b0-ad78-de65b515c2ac","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","6608","<p style=""font-size: 25px;"">A person <strong>took a walk</strong>, then they <strong>became hungry</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>take a walk</strong>. <br>Would they still have <strong>become hungry all the same</strong>?</p>","75","","counterfactual","feel scared","see something","50","75","","","","","","","",""
"","","","","","html-slider-response","7","2.0.0","60431","ED27395D9D0744BEA057B682AC9F621D","5d52e6e5-4075-48b0-ad78-de65b515c2ac","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","21628","<p style=""font-size: 25px;"">A person <strong>heard something</strong>, then they <strong>saw something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>hear something</strong>. <br>Would they still have <strong>seen the same thing</strong>?</p>","85","","similarity","think about something","","50","85","","","remember something","","","","",""
"","","","","","html-slider-response","8","2.0.0","67829","ED27395D9D0744BEA057B682AC9F621D","5d52e6e5-4075-48b0-ad78-de65b515c2ac","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","7396","<p style=""font-size: 25px;"">A person <strong>felt scared</strong>, then they <strong>chose what to do</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>feel scared</strong>. <br>Would they still have <strong>chosen to do the same thing</strong>?</p>","0","","counterfactual","jump up and down","think about something","50","0","","","","","","","",""
"","","","","","html-slider-response","9","2.0.0","77805","ED27395D9D0744BEA057B682AC9F621D","5d52e6e5-4075-48b0-ad78-de65b515c2ac","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","9974","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>felt scared</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>felt scared all the same</strong>?</p>","0","","counterfactual","reach for something","become hungry","50","0","","","","","","","",""
