"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","response_value","causal_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.0.0","3","2CF1611F97FB4EDB92812FC173C05D5E","194b6010-232f-4db0-94be-dbf99f34c14a","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.0.0","237800","2CF1611F97FB4EDB92812FC173C05D5E","194b6010-232f-4db0-94be-dbf99f34c14a","63b64ef0-0a17-45d4-99b8-0e7682bd8206","consent","237797","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 8 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 8 minutes, your payment will amount to $2.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","","",""
"","","","","","instructions","2","2.0.0","245352","2CF1611F97FB4EDB92812FC173C05D5E","194b6010-232f-4db0-94be-dbf99f34c14a","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","7549","","","[{""page_index"":0,""viewing_time"":7549}]","","","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.0.0","258084","2CF1611F97FB4EDB92812FC173C05D5E","194b6010-232f-4db0-94be-dbf99f34c14a","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","12727","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>heard something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>heard the same thing</strong>?</p>","100","","similarity","think about something","remember something","50","100","","","","","","","",""
"","","","","","html-slider-response","4","2.0.0","268129","2CF1611F97FB4EDB92812FC173C05D5E","194b6010-232f-4db0-94be-dbf99f34c14a","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","10042","<p style=""font-size: 25px;"">A person <strong>saw something</strong>, then they <strong>got sick</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>see something</strong>. <br>Would they still have <strong>gotten sick in the same way</strong>?</p>","74","","counterfactual","get sick","","50","74","see something","","","","","","",""
"","","","","","html-slider-response","5","2.0.0","272663","2CF1611F97FB4EDB92812FC173C05D5E","194b6010-232f-4db0-94be-dbf99f34c14a","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","4533","<p style=""font-size: 25px;"">A person <strong>kicked something</strong>, then they <strong>reached for something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>kick something</strong>. <br>Would they still have <strong>reached for the same thing</strong>?</p>","77","","similarity","see something","hear something","50","77","","","","","","","",""
"","","","","","html-slider-response","6","2.0.0","278298","2CF1611F97FB4EDB92812FC173C05D5E","194b6010-232f-4db0-94be-dbf99f34c14a","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","5634","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>kicked something</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>jump up and down</strong>. <br>Would they still have <strong>kicked the same thing</strong>?</p>","75","","similarity","jump up and down","sit down","50","75","","","","","","","",""
"","","","","","html-slider-response","7","2.0.0","288659","2CF1611F97FB4EDB92812FC173C05D5E","194b6010-232f-4db0-94be-dbf99f34c14a","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","10359","<p style=""font-size: 25px;"">A person <strong>became hungry</strong>, then they <strong>felt scared</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>become hungry</strong>. <br>Would they still have <strong>felt scared all the same</strong>?</p>","75","","similarity","take a walk","jump up and down","50","75","","","","","","","",""
"","","","","","html-slider-response","8","2.0.0","293572","2CF1611F97FB4EDB92812FC173C05D5E","194b6010-232f-4db0-94be-dbf99f34c14a","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","4911","<p style=""font-size: 25px;"">A person <strong>jumped up and down</strong>, then they <strong>sat down</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>jump up and down</strong>. <br>Would they still have <strong>sat down at the same place</strong>?</p>","74","","similarity","reach for something","kick something","50","74","","","","","","","",""
"","","","","","html-slider-response","9","2.0.0","301013","2CF1611F97FB4EDB92812FC173C05D5E","194b6010-232f-4db0-94be-dbf99f34c14a","63b64ef0-0a17-45d4-99b8-0e7682bd8206","","7439","<p style=""font-size: 25px;"">A person <strong>remembered something</strong>, then they <strong>chose what to do</strong>.</p> 
               <p style=""font-size: 25px;"">Suppose that they didn't <strong>remember something</strong>. <br>Would they still have <strong>chosen to do the same thing</strong>?</p>","75","","similarity","kick something","jump up and down","50","75","","","","","","","",""
